REAL USER STARTUP TIMELINE (ms from Login click)
============================================================
00000000  marker | LOGIN_CLICK
00003085  response | HTTP 200 | /rateb-erp/public/assets/css/main.css?v=20260714-force-sw-v52
00003085  response | HTTP 200 | /rateb-erp/public/assets/css/components.css?v=20260714-force-sw-v52
00003085  response | HTTP 200 | /rateb-erp/public/assets/css/dark.css?v=20260714-force-sw-v52
00003086  response | HTTP 200 | /rateb-erp/public/assets/css/rtl.css?v=20260714-force-sw-v52
00003086  response | HTTP 200 | /rateb-erp/public/assets/css/dashboard.css?v=20260714-force-sw-v52
00003086  response | HTTP 200 | /rateb-erp/public/assets/css/ar-typography.css?v=20260714-force-sw-v52
00003086  response | HTTP 200 | /rateb-erp/public/assets/css/dashboard.css?v=20260714-force-sw-v52
00003106  response | HTTP 200 | /rateb-erp/public/admin/api/dashboard-charts
00004814  marker | DASHBOARD_USABLE
00004828  marker | FINAL_STATE

TOP GAPS (>=200ms)
  +1252ms  after request//rateb-erp/public/admin/ → response//rateb-erp/public/admin/
  +736ms  after request//rateb-erp/public/login → response//rateb-erp/public/login
  +264ms  after poll_usable/ → poll_usable/
  +264ms  after poll_usable/ → poll_usable/
  +263ms  after poll_usable/ → poll_usable/
  +262ms  after poll_usable/ → poll_usable/
  +257ms  after poll_usable/ → poll_usable/
  +255ms  after poll_usable/ → poll_usable/
